DISTRICT_NAME,DISTRICT_KEY,LOCATION_NAME,LOCATION_KEY_RSP_SCH,STUDENT_NAME,STUDENT_ID,STUDENT_ID_ALT,STUDENT_GENDER,CURR_GRADE_LVL,ITEM_KEY,Assessment Description,CHALLENGE_TYPE,ETHNIC_DESC,LEP_DURATION,LEP_ELIGIBILITY,POVERTY,NUMERIC_SCORE,STANDARD_ACHIEVED,STD_ACHIEVED_CODE,TEST_STATUS,NYSESLAT_ELIGIBLE,NYSAA_ELIGIBLE,FORMER_LEP,FORMER_SWD,REPORT_SCHOOL_YEAR,MODIFIED_DATE
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 122,215999222,7029999223,Female,6,4420,Grade 6 Math,,Hispanic or Latino,0,,YES,321,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 123,215999223,7029999224,Female,6,4420,Grade 6 Math,,White,2,,,330,Level 3,23,TEST,,,,YES,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 124,215999224,7029999225,Male,6,4420,Grade 6 Math,,White,2,,YES,335,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 125,215999225,7029999226,Female,6,4420,Grade 6 Math,,White,1,,YES,406,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 126,215999226,7029999227,Male,6,4420,Grade 6 Math,,Asian or Pacific Islander,2,,,367,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 127,215999227,7029999228,Male,6,4420,Grade 6 Math,,Multiracial,4,,YES,328,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 128,215999228,7029999229,Female,6,4420,Grade 6 Math,,White,1,YES,,365,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 129,215999229,7029999230,Male,6,4420,Grade 6 Math,,Hispanic or Latino,7,,YES,318,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 130,215999230,7029999231,Male,6,4420,Grade 6 Math,Deafness,Black or African American,2,,YES,387,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 131,215999231,7029999232,Female,6,4420,Grade 6 Math,,Black or African American,6,,,347,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 132,215999232,7029999233,Female,6,4420,Grade 6 Math,,White,1,,YES,298,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 133,215999233,7029999234,Female,6,4420,Grade 6 Math,,White,7,YES,,320,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 134,215999234,7029999235,Female,6,4420,Grade 6 Math,,White,0,,YES,304,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 135,215999235,7029999236,Female,6,4420,Grade 6 Math,,Asian or Pacific Islander,1,,,367,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 136,215999236,7029999237,Male,6,4420,Grade 6 Math,,White,2,,,295,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 137,215999237,7029999238,Female,6,4420,Grade 6 Math,,Asian or Pacific Islander,6,,YES,387,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 138,215999238,7029999239,Female,6,4420,Grade 6 Math,,White,0,,YES,308,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 139,215999239,7029999240,Female,6,4420,Grade 6 Math,,Asian or Pacific Islander,1,,YES,365,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 140,215999240,7029999241,Male,6,4420,Grade 6 Math,,White,3,,,324,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 141,215999241,7029999242,Male,6,4420,Grade 6 Math,,Black or African American,6,YES,,337,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 142,215999242,7029999243,Female,6,4420,Grade 6 Math,Learning Disability,Multiracial,1,,YES,362,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 143,215999243,7029999244,Female,6,4420,Grade 6 Math,Learning Disability,Asian or Pacific Islander,1,,YES,284,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 144,215999244,7029999245,Female,6,4420,Grade 6 Math,,Multiracial,3,YES,YES,283,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 145,215999245,7029999246,Female,6,4420,Grade 6 Math,,White,0,,,333,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 146,215999246,7029999247,Female,6,4420,Grade 6 Math,,Hispanic or Latino,2,,YES,371,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 147,215999247,7029999248,Male,6,4420,Grade 6 Math,,Hispanic or Latino,3,,YES,256,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 148,215999248,7029999249,Male,6,4420,Grade 6 Math,,Hispanic or Latino,0,,,253,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 149,215999249,7029999250,Male,6,4420,Grade 6 Math,,Black or African American,0,,,324,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 150,215999250,7029999251,Female,6,4420,Grade 6 Math,,Black or African American,7,,YES,355,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 151,215999251,7029999252,Male,6,4420,Grade 6 Math,Deafness,Black or African American,1,,YES,314,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 152,215999252,7029999253,Male,6,4420,Grade 6 Math,Learning Disability,White,1,,YES,298,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 153,215999253,7029999254,Male,6,4420,Grade 6 Math,,Black or African American,0,,,270,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 154,215999254,7029999255,Female,6,4420,Grade 6 Math,,Black or African American,0,,YES,327,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 155,215999255,7029999256,Male,6,4420,Grade 6 Math,Learning Disability,Multiracial,4,,YES,365,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 156,215999256,7029999257,Female,6,4420,Grade 6 Math,Other Health Impairment,White,1,,,234,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 157,215999257,7029999258,Female,6,4420,Grade 6 Math,Emotional Disturbance,Multiracial,0,YES,,332,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 158,215999258,7029999259,Male,6,4420,Grade 6 Math,,Asian or Pacific Islander,0,,,419,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 159,215999259,7029999260,Male,6,4420,Grade 6 Math,Speech or Language Impairment,White,7,,YES,334,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 160,215999260,7029999261,Male,6,4420,Grade 6 Math,Learning Disability,Black or African American,0,,YES,307,Level 2,22,TEST,,,,YES,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 161,215999261,7029999262,Male,6,4420,Grade 6 Math,,White,0,,YES,378,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 162,215999262,7029999263,Female,6,4420,Grade 6 Math,,Black or African American,0,,YES,321,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 163,215999263,7029999264,Female,6,4420,Grade 6 Math,,Multiracial,6,,,262,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 164,215999264,7029999265,Female,6,4420,Grade 6 Math,,Hispanic or Latino,1,,YES,349,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 165,215999265,7029999266,Female,6,4420,Grade 6 Math,,White,6,,YES,360,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 166,215999266,7029999267,Female,6,4420,Grade 6 Math,,Black or African American,7,,,220,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 167,215999267,7029999268,Male,6,4420,Grade 6 Math,,White,0,,,296,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 168,215999268,7029999269,Male,6,4420,Grade 6 Math,Other Health Impairment,Multiracial,1,,,284,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 169,215999269,7029999270,Male,6,4420,Grade 6 Math,,Asian or Pacific Islander,0,,YES,333,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 170,215999270,7029999271,Female,6,4420,Grade 6 Math,,Hispanic or Latino,1,,YES,339,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 171,215999271,7029999272,Female,6,4420,Grade 6 Math,,Asian or Pacific Islander,0,YES,YES,333,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 172,215999272,7029999273,Female,6,4420,Grade 6 Math,,Black or African American,3,,YES,252,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 173,215999273,7029999274,Male,6,4420,Grade 6 Math,,Black or African American,2,,YES,395,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 174,215999274,7029999275,Male,6,4420,Grade 6 Math,Hearing Impairment,Black or African American,1,,YES,414,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 175,215999275,7029999276,Male,6,4420,Grade 6 Math,,Asian or Pacific Islander,0,,,350,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 176,215999276,7029999277,Male,6,4420,Grade 6 Math,Hearing Impairment,Hispanic or Latino,4,YES,YES,320,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 177,215999277,7029999278,Female,6,4420,Grade 6 Math,,Multiracial,1,,YES,408,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 178,215999278,7029999279,Male,6,4420,Grade 6 Math,,Multiracial,0,,YES,356,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 179,215999279,7029999280,Female,6,4420,Grade 6 Math,,Hispanic or Latino,2,,,314,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 180,215999280,7029999281,Male,6,4420,Grade 6 Math,,Asian or Pacific Islander,6,,,400,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 181,215999281,7029999282,Male,6,4420,Grade 6 Math,Speech or Language Impairment,White,1,,YES,378,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 182,215999282,7029999283,Female,6,4420,Grade 6 Math,Other Health Impairment,Multiracial,0,YES,,329,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 183,215999283,7029999284,Female,7,4418,Grade 7 Math,,Black or African American,6,,YES,333,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 184,215999284,7029999285,Female,7,4418,Grade 7 Math,,White,7,,YES,425,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 185,215999285,7029999286,Male,7,4418,Grade 7 Math,Learning Disability,Asian or Pacific Islander,1,,YES,359,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 186,215999286,7029999287,Male,7,4418,Grade 7 Math,,Hispanic or Latino,2,,YES,364,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 187,215999287,7029999288,Female,7,4418,Grade 7 Math,,Asian or Pacific Islander,1,,,271,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 188,215999288,7029999289,Male,7,4418,Grade 7 Math,Other Health Impairment,Black or African American,0,,YES,360,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 189,215999289,7029999290,Male,7,4418,Grade 7 Math,,White,2,,YES,312,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 190,215999290,7029999291,Male,7,4418,Grade 7 Math,,Asian or Pacific Islander,6,YES,,294,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 191,215999291,7029999292,Male,7,4418,Grade 7 Math,,Black or African American,1,,,355,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 192,215999292,7029999293,Male,7,4418,Grade 7 Math,,White,4,,YES,336,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 193,215999293,7029999294,Female,7,4418,Grade 7 Math,,White,6,,YES,392,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 194,215999294,7029999295,Male,7,4418,Grade 7 Math,,White,0,,YES,338,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 195,215999295,7029999296,Male,7,4418,Grade 7 Math,,Black or African American,0,YES,YES,316,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 196,215999296,7029999297,Male,7,4418,Grade 7 Math,Speech or Language Impairment,White,4,,,418,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 197,215999297,7029999298,Male,7,4418,Grade 7 Math,,White,0,,,322,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 198,215999298,7029999299,Male,7,4418,Grade 7 Math,,Hispanic or Latino,6,,YES,349,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 199,215999299,7029999300,Male,7,4418,Grade 7 Math,,Black or African American,2,,,295,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 200,215999300,7029999301,Male,7,4418,Grade 7 Math,Emotional Disturbance,Asian or Pacific Islander,1,,YES,365,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 201,215999301,7029999302,Female,7,4418,Grade 7 Math,,Multiracial,0,,YES,368,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 202,215999302,7029999303,Male,7,4418,Grade 7 Math,,White,2,,,324,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 203,215999303,7029999304,Male,7,4418,Grade 7 Math,,White,6,,YES,406,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 204,215999304,7029999305,Female,7,4418,Grade 7 Math,Hearing Impairment,Black or African American,1,,YES,369,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 205,215999305,7029999306,Female,7,4418,Grade 7 Math,,Asian or Pacific Islander,0,,,411,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 206,215999306,7029999307,Male,7,4418,Grade 7 Math,,White,1,,YES,360,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 207,215999307,7029999308,Female,7,4418,Grade 7 Math,,Hispanic or Latino,0,,,313,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 208,215999308,7029999309,Male,7,4418,Grade 7 Math,,Black or African American,6,,YES,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 209,215999309,7029999310,Male,7,4418,Grade 7 Math,,Hispanic or Latino,3,YES,,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 210,215999310,7029999311,Male,7,4418,Grade 7 Math,Emotional Disturbance,Asian or Pacific Islander,0,,YES,282,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 211,215999311,7029999312,Female,7,4418,Grade 7 Math,,Black or African American,6,,,229,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 212,215999312,7029999313,Male,7,4418,Grade 7 Math,,White,1,,,289,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 213,215999313,7029999314,Female,7,4418,Grade 7 Math,Speech or Language Impairment,Black or African American,0,,YES,313,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 214,215999314,7029999315,Female,7,4418,Grade 7 Math,,Hispanic or Latino,1,,YES,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 215,215999315,7029999316,Female,7,4418,Grade 7 Math,,Hispanic or Latino,0,,YES,374,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 216,215999316,7029999317,Male,7,4418,Grade 7 Math,Learning Disability,Black or African American,0,,YES,344,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 217,215999317,7029999318,Male,7,4418,Grade 7 Math,,White,2,,,313,Level 2,22,TEST,,,,YES,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 218,215999318,7029999319,Female,7,4418,Grade 7 Math,,Black or African American,2,YES,YES,325,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 219,215999319,7029999320,Female,7,4418,Grade 7 Math,,White,1,,,330,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 220,215999320,7029999321,Female,7,4418,Grade 7 Math,,Black or African American,0,,YES,419,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 221,215999321,7029999322,Female,7,4418,Grade 7 Math,,Hispanic or Latino,3,,YES,260,Level 1,21,TEST,,,,YES,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 222,215999322,7029999323,Female,7,4418,Grade 7 Math,,Hispanic or Latino,1,,,327,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 223,215999323,7029999324,Female,7,4418,Grade 7 Math,,White,2,,,288,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 224,215999324,7029999325,Female,7,4418,Grade 7 Math,,Multiracial,0,,YES,391,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 225,215999325,7029999326,Male,7,4418,Grade 7 Math,,White,1,,,365,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 226,215999326,7029999327,Female,7,4418,Grade 7 Math,,Black or African American,2,,YES,330,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 227,215999327,7029999328,Female,7,4418,Grade 7 Math,Other Health Impairment,Black or African American,0,,,207,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 228,215999328,7029999329,Male,7,4418,Grade 7 Math,,Asian or Pacific Islander,4,,,338,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 229,215999329,7029999330,Female,7,4418,Grade 7 Math,,White,7,,YES,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 230,215999330,7029999331,Female,7,4418,Grade 7 Math,,Asian or Pacific Islander,3,,YES,305,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 231,215999331,7029999332,Female,7,4418,Grade 7 Math,,Black or African American,1,YES,,324,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 232,215999332,7029999333,Male,7,4418,Grade 7 Math,,White,4,,YES,328,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 233,215999333,7029999334,Male,7,4418,Grade 7 Math,Speech or Language Impairment,Black or African American,0,,YES,337,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 234,215999334,7029999335,Male,7,4418,Grade 7 Math,,Black or African American,1,,YES,338,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 235,215999335,7029999336,Female,7,4418,Grade 7 Math,,Multiracial,0,,YES,229,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 236,215999336,7029999337,Male,7,4418,Grade 7 Math,,White,2,,,406,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 237,215999337,7029999338,Male,7,4418,Grade 7 Math,,White,1,,YES,339,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 238,215999338,7029999339,Male,7,4418,Grade 7 Math,,Hispanic or Latino,1,,,322,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 239,215999339,7029999340,Female,7,4418,Grade 7 Math,,Asian or Pacific Islander,0,,YES,350,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 240,215999340,7029999341,Female,7,4418,Grade 7 Math,,White,0,,YES,344,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 241,215999341,7029999342,Male,7,4418,Grade 7 Math,,Asian or Pacific Islander,1,,YES,326,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 242,215999342,7029999343,Female,7,4418,Grade 7 Math,Emotional Disturbance,White,6,,YES,371,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 243,215999343,7029999344,Male,7,4418,Grade 7 Math,Hearing Impairment,White,0,YES,YES,322,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 244,215999344,7029999345,Male,7,4418,Grade 7 Math,,Multiracial,1,,,334,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 245,215999345,7029999346,Female,7,4418,Grade 7 Math,,White,0,YES,,295,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
